ipc4,naics07_2,probability_weight
"F24B","23",.2554623
"F24B","31",.052372
"F24B","32",.0644885
"F24B","33",.6276771
"F24C","23",.2292247
"F24C","31",.0284179
"F24C","32",.0412888
"F24C","33",.7010685
"F24D","22",.1139229
"F24D","23",.0772923
"F24D","32",.025319
"F24D","33",.7834658
"F24F","22",.1617523
"F24F","23",.1390042
"F24F","33",.6992435
"F24H","22",.0294981
"F24H","23",.1043893
"F24H","33",.8661126
"F24J","22",.051563
"F24J","23",.0640179
"F24J","32",.054474
"F24J","33",.8299451
"F25B","22",.0463554
"F25B","23",.02369
"F25B","33",.9299545
"F25C","22",.044328
"F25C","23",.1306155
"F25C","31",.3833438
"F25C","33",.4417127
"F25D","23",.162867
"F25D","31",.2104013
"F25D","32",.0337017
"F25D","33",.5930301
"F25J","21",.095156
"F25J","33",.904844
"F26B","31",.0887763
"F26B","32",.1308087
"F26B","33",.7804151
"F27B","32",.5696454
"F27B","33",.4303547
"F27D","32",.672491
"F27D","33",.327509
"F28B","22",.1523872
"F28B","23",.0307947
"F28B","33",.8168181
"F28C","22",.7937773
"F28C","33",.2062227
"F28D","23",.0498563
"F28D","33",.9501437
"F28F","22",.0487351
"F28F","33",.9512649
"F28G","22",.0339247
"F28G","23",.034103
"F28G","32",.0691983
"F28G","33",.862774
"F41A","23",.1143739
"F41A","33",.8856261
"F41B","23",.1502309
"F41B","32",.040861
"F41B","33",.8089081
"F41C","23",.1186452
"F41C","33",.8813548
"F41F","23",.0370449
"F41F","32",.0260018
"F41F","33",.9369534
"F41G","23",.0581567
"F41G","33",.9418433
"F41H","23",.0375159
"F41H","31",.1152532
"F41H","32",.318488
"F41H","33",.5287428
"F41J","23",.0956092
"F41J","32",.214964
"F41J","33",.6894268
"F42B","32",.5437528
"F42B","33",.4562471
"F42C","32",.8187076
"F42C","33",.1812924
"F42D","32",.9670739
"F42D","33",.0329262
"G01B","23",.0609694
"G01B","32",.0379641
"G01B","33",.9010665
"G01C","23",.1052852
"G01C","32",.021455
"G01C","33",.8732598
"G01D","23",.239016
"G01D","32",.0560998
"G01D","33",.7048842
"G01F","23",.2895983
"G01F","32",.0481254
"G01F","33",.6622764
"G01G","23",.077081
"G01G","32",.0444745
"G01G","33",.8784445
"G01H","23",.1184007
"G01H","32",.0510267
"G01H","33",.8305725
"G01J","23",.127231
"G01J","32",.0405865
"G01J","33",.8321825
"G01K","23",.1877351
"G01K","32",.1412521
"G01K","33",.6710128
"G01L","23",.349071
"G01L","32",.1003218
"G01L","33",.5506071
"G01M","23",.0358941
"G01M","32",.0961464
"G01M","33",.8679594
"G01N","21",.0206991
"G01N","23",.0589583
"G01N","31",.0780008
"G01N","32",.2570294
"G01N","33",.5853124
"G01P","23",.3304283
"G01P","32",.0458684
"G01P","33",.6237032
"G01Q","31",.0393299
"G01Q","33",.9606701
"G01R","23",.0280942
"G01R","33",.9719059
"G01S","33",1
"G01T","21",.0259104
"G01T","23",.1988904
"G01T","32",.1930669
"G01T","33",.5821324
"G01V","21",.9407018
"G01V","33",.0592981
"G01W","23",.0734849
"G01W","32",.0232911
"G01W","33",.9032241
"G02B","32",.1002843
"G02B","33",.8997157
"G02C","32",.0803572
"G02C","33",.9196428
"G02F","32",.3620849
"G02F","33",.6379151
"G03B","32",.0241546
"G03B","33",.9758454
"G03C","32",.6997268
"G03C","33",.3002732
"G03D","32",.2342395
"G03D","33",.7657605
"G03F","32",.2575462
"G03F","33",.7424538
"G03G","32",.1760157
"G03G","33",.8239843
"G03H","32",.5598825
"G03H","33",.4401174
"G04B","33",1
"G04C","33",1
"G04D","32",.0412836
"G04D","33",.9587165
"G04F","33",1
"G04G","33",1
"G04R","33",1
"G05B","33",1
"G05D","23",.0758285
"G05D","33",.9241715
"G05F","33",1
"G05G","23",.3605247
"G05G","33",.6394753
"G06C","23",.0233207
"G06C","32",.1204555
"G06C","33",.8562238
"G06D","23",.0561774
"G06D","33",.9438226
"G06E","33",1
"G06F","33",1
"G06G","33",1
"G06J","22",.1246399
"G06J","33",.8753601
"G06K","23",.0882293
"G06K","32",.1230751
"G06K","33",.7886955
"G06M","23",.0939577
"G06M","32",.1928292
"G06M","33",.7132131
"G06N","21",.0328713
"G06N","33",.9671286
"G06Q","23",.0501174
"G06Q","33",.9498826
"G06T","32",.0250378
"G06T","33",.9749622
"G07B","23",.0819059
"G07B","32",.0941815
"G07B","33",.8239126
"G07C","23",.0417594
"G07C","33",.9582406
"G07D","23",.0411638
"G07D","32",.3820581
"G07D","33",.5767781
"G07F","23",.0664329
"G07F","31",.035681
"G07F","33",.897886
"G07G","23",.0835733
"G07G","32",.0844307
"G07G","33",.831996
"G08B","33",1
"G08C","22",.0257527
"G08C","33",.9742473
"G08G","33",1
"G09B","32",.0299853
"G09B","33",.9700148
"G09C","32",.0326556
"G09C","33",.9673444
"G09D","32",.1525765
"G09D","33",.8474235
"G09F","32",.2252291
"G09F","33",.7747709
"G09G","33",1
"G10B","33",1
"G10C","33",1
"G10D","32",.0357605
"G10D","33",.9642395
"G10F","33",1
"G10G","33",1
"G10H","32",.0463113
"G10H","33",.9536887
"G10K","32",.0733536
"G10K","33",.9266464
"G10L","32",.0792584
"G10L","33",.9207416
"G11B","33",1
"G11C","33",1
"G12B","23",.2498634
"G12B","32",.087358
"G12B","33",.6627786
"G21B","23",.1476802
"G21B","32",.068237
"G21B","33",.7840828
"G21C","23",.246085
"G21C","32",.0533685
"G21C","33",.7005464
"G21D","22",.1480767
"G21D","23",.0327968
"G21D","33",.8191265
"G21F","23",.1924388
"G21F","32",.5059378
"G21F","33",.3016234
"G21G","23",.4551733
"G21G","32",.0223092
"G21G","33",.5225176
"G21H","23",.0459034
"G21H","32",.1485044
"G21H","33",.8055921
"G21J","32",.6564405
"G21J","33",.3435595
"G21K","23",.1522442
"G21K","32",.024935
"G21K","33",.8228208
"H01B","22",.1771787
"H01B","33",.8228213
"H01C","33",1
"H01F","33",1
"H01G","33",1
"H01H","33",1
"H01J","33",1
"H01K","33",1
"H01L","33",1
"H01M","33",1
"H01P","33",1
"H01Q","33",1
"H01R","33",1
"H01S","33",1
"H01T","33",1
"H02B","23",.1457166
"H02B","33",.8542835
"H02G","22",.0686935
"H02G","23",.4701796
"H02G","33",.461127
"H02H","22",.0205865
"H02H","33",.9794136
"H02J","22",.0472265
"H02J","23",.0235404
"H02J","33",.9292331
"H02K","23",.4474669
"H02K","33",.5525331
"H02M","33",1
"H02N","23",.0690564
"H02N","33",.9309436
"H02P","33",1
"H02S","22",.0204483
"H02S","23",.0413702
"H02S","33",.9381816
"H03B","23",.0232704
"H03B","33",.9767296
"H03C","33",1
"H03D","33",1
"H03F","33",1
"H03G","33",1
"H03H","23",.0696288
"H03H","33",.9303712
"H03J","23",.0240517
"H03J","33",.9759483
"H03K","33",1
"H03L","33",1
"H03M","33",1
"H04B","23",.0339374
"H04B","33",.9660626
"H04H","23",.047793
"H04H","33",.952207
"H04J","33",1
"H04K","33",1
"H04L","23",.0557926
"H04L","33",.9442074
"H04M","23",.0748025
"H04M","33",.9251975
"H04N","23",.0577407
"H04N","33",.9422593
"H04Q","23",.0684962
"H04Q","33",.9315038
"H04R","23",.5674315
"H04R","33",.4325685
"H04S","23",.2047246
"H04S","33",.7952754
"H04W","23",.1716649
"H04W","33",.8283352
"H05B","23",.0316756
"H05B","33",.9683245
"H05C","23",.0204984
"H05C","33",.9795015
"H05F","23",.1433046
"H05F","32",.0400848
"H05F","33",.8166105
"H05G","23",.2303395
"H05G","33",.7696605
"H05H","23",.1642682
"H05H","33",.8357318
"H05K","23",.2124163
"H05K","33",.7875838
